sku,product_slug,product_name,category,field_name,formal_value,candidate_value,candidate_basis,source_values,source_urls,source_statuses,conflict_statuses,source_text,manual_review_required,notes
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,end_a_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,end_b_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,end_b_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,end_b_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,breaking_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,working_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,load_unit,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,applicable_standard,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,moq,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,sample_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,production_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,packaging,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,customization_options,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,drawing_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-006,wire-rope-assembly-with-carabiner-hook,Wire Rope Assembly with Carabiner Hook,wire-rope-assemblies,datasheet_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,construction,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,material,Stainless Steel,Stainless Steel,accepted,Stainless Steel,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,material_grade,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,wire_rope_diameter_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,wire_rope_diameter_max_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,coating_material,PU,PU,accepted,PU,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,coating_color,Gray,Gray,accepted,Gray,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,finished_diameter_min_mm,5,5,accepted,5,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,finished_diameter_max_mm,5,5,accepted,5,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,length_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,length_max_mm,TBD,CONFLICT: 1200 || 1500,conflict-options,extends 1.2 m || size 1.5 m / customized,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,tbd,same-page-conflict,The introduction says the coiled tether extends to 1.2 m. || The specification table lists size 1.5 m or customized.,yes,Unresolved source conflict; keep every listed option and do not publish without manual selection.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,length_tolerance,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,core,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,lay_direction,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,surface_finish,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,end_a_type,Aluminum Hook,Aluminum Hook,accepted,Aluminum Hook,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,end_a_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,end_a_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,end_b_type,Aluminum Hook,Aluminum Hook,accepted,Aluminum Hook,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,end_b_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,end_b_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,breaking_load,TBD,TBD,no-source,,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,candidate,ambiguous,The introduction says the tether is suitable for tools up to 2.5 kg.,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,working_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,load_unit,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,applicable_standard,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,moq,500 pcs,500 pcs,accepted,500 pcs,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,sample_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,production_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,packaging,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,customization_options,Length;Color;End Hooks,Length;Color;End Hooks,accepted,Length;Color;End Hooks,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,accepted,none,PU coated stainless steel tool tether; gray rope; diameter 5.0 mm; MOQ 500 pcs; aluminum hooks on both ends.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,drawing_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,datasheet_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,retracted_length_mm,TBD,CONFLICT: 110 || 1500,conflict-options,110 mm wound length || coiled part length 1500 mm,https://www.wireropeassy.com/tool-lanyard/hook2hook-coil-tether-spring-cable-tool.html,tbd,same-page-conflict,The introduction lists a 110 mm wound length. || The table separately labels the coiled part length as 1500 mm.,yes,Unresolved source conflict; keep every listed option and do not publish without manual selection.
GS-LAN-001,coiled-tool-safety-lanyard,Coiled Tool Safety Lanyard,tool-safety-lanyards,extended_length_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,construction,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,material,Stainless Steel,Stainless Steel,accepted,Stainless Steel,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,accepted,none,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,material_grade,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,wire_rope_diameter_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,wire_rope_diameter_max_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,coating_material,PVC,PVC,accepted,PVC,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,accepted,none,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,coating_color,Purple,Purple,accepted,Purple,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,accepted,none,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,finished_diameter_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,finished_diameter_max_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,length_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,length_max_mm,TBD,CONFLICT: 1200 || 101.6,conflict-options,120 cm || 4 inches,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,tbd,same-page-conflict,The page prints length as 120 cm. || The same line describes that length as 4 inches.,yes,Unresolved source conflict; keep every listed option and do not publish without manual selection.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,length_tolerance,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,core,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,lay_direction,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,surface_finish,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,end_a_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,end_a_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,end_a_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,end_b_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,end_b_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,end_b_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,breaking_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,working_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,load_unit,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,applicable_standard,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,moq,500 pcs,500 pcs,accepted,500 pcs,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,accepted,none,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,sample_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,production_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,packaging,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,customization_options,Color;Carabiner;Hook-and-loop Attachment,Color;Carabiner;Hook-and-loop Attachment,accepted,Color;Carabiner;Hook-and-loop Attachment,https://www.wireropeassy.com/tool-lanyard/tool-lanyards-safety-retractable-coiled.html,accepted,none,Eight strands of stainless steel wire coated with PVC; purple; stainless steel carabiner; MOQ 500 pcs; hook-and-loop attachment described.,yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,drawing_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,datasheet_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,retracted_length_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-002,tool-lanyard-with-carabiner,Tool Lanyard with Carabiner,tool-safety-lanyards,extended_length_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,construction,7x19,7x19,accepted,7x19,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,material,Stainless Steel;Galvanized Steel,Stainless Steel;Galvanized Steel,accepted,Stainless Steel;Galvanized Steel,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,material_grade,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,wire_rope_diameter_min_mm,2,2,accepted,2,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,wire_rope_diameter_max_mm,2,2,accepted,2,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,coating_material,PVC;PU;PE;Nylon,PVC;PU;PE;Nylon,accepted,PVC;PU;PE;Nylon,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,coating_color,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,finished_diameter_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,finished_diameter_max_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,length_min_mm,1000,1000,accepted,1000,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,length_max_mm,3000,3000,accepted,3000,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,length_tolerance,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,core,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,lay_direction,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,surface_finish,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,end_a_type,Hook,Hook,accepted,Hook,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,end_a_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,end_a_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,end_b_type,Hook,Hook,accepted,Hook,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,end_b_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,end_b_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,breaking_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,working_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,load_unit,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,applicable_standard,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,moq,500 pcs,500 pcs,accepted,500 pcs,https://www.wireropeassy.com/tool-lanyard/tools-safety-lanyard/direct-sells-double-flow-hook-diving-spring.html,accepted,none,"Diameter 2 mm; construction 7*19; stainless steel or galvanized steel; length 1-3 m; PVC, PU, PE or nylon coating; MOQ 500 pcs; double flow hook product identity.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,sample_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-LAN-003,tool-lanyard-with-dual-hooks,Tool Lanyard with Dual Hooks,tool-safety-lanyards,production_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
